date,value
2025-10-06,0.020980257931215496
2025-10-07,0.11640000022494124
2025-10-08,0.33546405290700654
2025-10-09,0.32774152874276896
2025-10-10,0.4911363690378753
2025-10-11,0.4643979344324123
2025-10-12,0.0702322837449495
2025-10-13,0.10339082225765384
2025-10-14,0.5959287667120197
2025-10-15,0.9626832800463645
2025-10-16,0.7023399221044272
2025-10-17,0.9221040860294563
2025-10-18,0.2586688512295736
2025-10-19,0.7758490527760625
2025-10-20,0.7663960125270096
2025-10-21,0.8583497641685512
2025-10-22,0.17547372629392854
2025-10-23,0.6452541320557574
2025-10-24,0.6462699801679569
2025-10-25,0.13274457782816707
2025-10-26,0.33027098638042485
2025-10-27,0.03320987999840053
2025-10-28,0.7545910903210624
2025-10-29,0.7779997877787462
2025-10-30,0.2161747723741284
2025-10-31,0.6005957272035248
2025-11-01,0.35464685725333855
2025-11-02,0.19882951522472259
2025-11-03,0.4128113951110094
2025-11-04,0.9056446271141443
2025-11-05,0.18339721998629555
